dv,heat,year,region,country,rain,region_id
19.99,0.0,2008,1,NGA,-0.2609603,NGA_1
14.6,0.0,2008,2,NGA,-0.1665594,NGA_2
6.42,0.0,2008,3,NGA,-0.2696624,NGA_3
15.63,0.0,2008,4,NGA,-0.1803446,NGA_4
23.85,0.0,2008,5,NGA,-0.06840548,NGA_5
15.13,0.0,2008,6,NGA,0.1471591,NGA_6
14.03,0.08333333,2013,1,NGA,-0.1005866,NGA_1
13.0,0.08333333,2013,2,NGA,0.6207292,NGA_2
3.31,0.08333333,2013,3,NGA,0.7566798,NGA_3
14.15,0.0,2013,4,NGA,-0.1576906,NGA_4
18.84,0.0,2013,5,NGA,-0.1455822,NGA_5
13.93,0.0,2013,6,NGA,0.007070772,NGA_6
19.92,0.08333333,2018,1,NGA,-0.05490964,NGA_1
19.39,0.0,2018,2,NGA,0.4296704,NGA_2
6.57,0.0,2018,3,NGA,0.2359598,NGA_3
16.67,0.08333333,2018,4,NGA,-0.256047,NGA_4
17.52,0.08333333,2018,5,NGA,-0.2399223,NGA_5
10.44,0.0,2018,6,NGA,0.05140388,NGA_6
12.4,0.0,2012,1,PAK,-0.139234,PAK_1
11.11,0.0,2012,2,PAK,-0.4017563,PAK_2
21.51,0.0,2012,3,PAK,0.07991684,PAK_3
5.93,0.0,2012,5,PAK,-0.08086924,PAK_5
8.07,0.08333333,2017,2,PAK,-0.1513047,PAK_2
20.62,0.3333333,2017,4,PAK,-0.4638747,PAK_4
31.08,0.0,2000,1,PER,0.490644,PER_1
25.8,0.0,2000,2,PER,-0.1433607,PER_2
38.78,0.0,2000,3,PER,-0.1251013,PER_3
30.16,0.0,2000,4,PER,0.1378349,PER_4
28.61,0.0,2000,5,PER,-0.2783499,PER_5
22.94,0.0,2000,6,PER,0.3203938,PER_6
40.86,0.0,2000,8,PER,-0.1401352,PER_8
21.67,0.0,2000,9,PER,-0.04232532,PER_9
28.0,0.0,2000,10,PER,0.005805764,PER_10
26.55,0.0,2000,11,PER,-0.004636306,PER_11
29.7,0.0,2000,12,PER,0.0256132,PER_12
19.26,0.0,2000,13,PER,-0.1415778,PER_13
22.42,0.0,2000,14,PER,0.7374808,PER_14
23.17,0.0,2000,15,PER,0.1516616,PER_15
38.72,0.0,2000,16,PER,0.2575689,PER_16
31.11,0.0,2000,17,PER,0.01378813,PER_17
26.41,0.0,2000,18,PER,-0.1384499,PER_18
31.58,0.0,2000,19,PER,0.1086432,PER_19
19.94,0.0,2000,20,PER,1.007714,PER_20
30.77,0.0,2000,21,PER,0.007935476,PER_21
36.47,0.0,2000,22,PER,-0.3144239,PER_22
31.18,0.0,2000,23,PER,-0.2604069,PER_23
28.21,0.0,2000,24,PER,0.7332967,PER_24
35.93,0.0,2000,25,PER,-0.1910425,PER_25
9.68,0.0,2004,1,PER,-0.485504,PER_1
8.46,0.0,2004,2,PER,-0.2628122,PER_2
16.53,0.0,2004,3,PER,-0.3808495,PER_3
10.86,0.0,2004,4,PER,-0.4968499,PER_4
12.78,0.0,2004,5,PER,-0.2789483,PER_5
6.65,0.0,2004,6,PER,0.1419227,PER_6
15.85,0.0,2004,8,PER,-0.2746116,PER_8
13.52,0.0,2004,9,PER,-0.6778089,PER_9
11.97,0.0,2004,10,PER,-0.3580795,PER_10
11.84,0.0,2004,12,PER,-0.4680029,PER_12
7.6,0.0,2004,13,PER,-0.2759934,PER_13
8.17,0.0,2004,14,PER,0.124053,PER_14
7.4,0.0,2004,15,PER,-0.8753293,PER_15
13.39,0.0,2004,16,PER,1.822265,PER_16
17.42,0.0,2004,17,PER,-0.1736882,PER_17
10.38,0.0,2004,18,PER,-0.5890428,PER_18
9.62,0.0,2004,20,PER,-0.2375037,PER_20
15.27,0.0,2004,21,PER,-0.3994101,PER_21
11.98,0.0,2004,22,PER,0.1740777,PER_22
9.87,0.0,2004,24,PER,-0.3147755,PER_24
13.89,0.0,2004,25,PER,0.09732936,PER_25
9.68,0.0,2007,1,PER,-0.485504,PER_1
8.46,0.0,2007,2,PER,-0.2628122,PER_2
16.53,0.0,2007,3,PER,-0.3808495,PER_3
10.86,0.0,2007,4,PER,-0.4968499,PER_4
12.78,0.0,2007,5,PER,-0.2789483,PER_5
6.65,0.0,2007,6,PER,0.1419227,PER_6
15.85,0.0,2007,8,PER,-0.2746116,PER_8
13.52,0.0,2007,9,PER,-0.6778089,PER_9
11.97,0.0,2007,10,PER,-0.3580795,PER_10
11.84,0.0,2007,12,PER,-0.4680029,PER_12
7.6,0.0,2007,13,PER,-0.2759934,PER_13
8.17,0.0,2007,14,PER,0.124053,PER_14
7.4,0.0,2007,15,PER,-0.8753293,PER_15
13.39,0.0,2007,16,PER,1.822265,PER_16
17.42,0.0,2007,17,PER,-0.1736882,PER_17
10.38,0.0,2007,18,PER,-0.5890428,PER_18
9.62,0.0,2007,20,PER,-0.2375037,PER_20
15.27,0.0,2007,21,PER,-0.3994101,PER_21
11.98,0.0,2007,22,PER,0.1740777,PER_22
9.87,0.0,2007,24,PER,-0.3147755,PER_24
13.89,0.0,2007,25,PER,0.09732936,PER_25
14.6,0.0,2009,1,PER,0.6550113,PER_1
10.83,0.0,2009,2,PER,0.3739811,PER_2
15.75,0.0,2009,3,PER,-0.5076045,PER_3
12.14,0.0,2009,4,PER,-0.3657429,PER_4
12.7,0.0,2009,5,PER,-0.4283661,PER_5
8.55,0.0,2009,6,PER,0.7247445,PER_6
14.59,0.0,2009,8,PER,-0.3982188,PER_8
10.29,0.0,2009,9,PER,-0.4318576,PER_9
8.04,0.0,2009,10,PER,-0.07963422,PER_10
11.02,0.0,2009,11,PER,-0.2904485,PER_11
14.05,0.0,2009,12,PER,-0.2999927,PER_12
4.27,0.0,2009,13,PER,0.5809008,PER_13
8.84,0.0,2009,14,PER,0.7663967,PER_14
8.29,0.0,2009,15,PER,-0.3667614,PER_15
13.14,0.0,2009,16,PER,0.06085969,PER_16
16.54,0.0,2009,17,PER,0.2304657,PER_17
14.93,0.0,2009,18,PER,-0.4178939,PER_18
11.17,0.0,2009,19,PER,-0.2568827,PER_19
7.1,0.0,2009,20,PER,0.613846,PER_20
11.65,0.0,2009,21,PER,-0.3736725,PER_21
14.35,0.0,2009,22,PER,0.1626733,PER_22
13.42,0.0,2009,23,PER,-0.4944853,PER_23
10.31,0.0,2009,24,PER,0.3704873,PER_24
12.2,0.0,2009,25,PER,-0.04745139,PER_25
10.21,0.0,2010,1,PER,0.2501121,PER_1
9.38,0.0,2010,2,PER,-0.4950183,PER_2
14.37,0.0,2010,3,PER,-0.5407308,PER_3
8.83,0.0,2010,4,PER,-0.6313385,PER_4
9.05,0.0,2010,5,PER,-0.2593453,PER_5
7.29,0.0,2010,6,PER,0.1071076,PER_6
17.38,0.0,2010,8,PER,-0.3668968,PER_8
8.85,0.0,2010,9,PER,0.03347689,PER_9
6.42,0.0,2010,10,PER,-0.5082553,PER_10
12.47,0.0,2010,11,PER,0.3216139,PER_11
11.58,0.0,2010,12,PER,0.03215287,PER_12
4.21,0.0,2010,13,PER,-0.3550552,PER_13
7.82,0.0,2010,14,PER,0.1527394,PER_14
8.3,0.0,2010,15,PER,-0.07560865,PER_15
13.04,0.1666667,2010,16,PER,-0.561678,PER_16
14.16,0.0,2010,17,PER,0.4508265,PER_17
11.34,0.0,2010,18,PER,-0.6902122,PER_18
12.98,0.0,2010,19,PER,-0.3185401,PER_19
9.72,0.0,2010,20,PER,0.4161015,PER_20
11.14,0.0,2010,21,PER,-0.4465487,PER_21
10.83,0.0,2010,22,PER,-0.5164113,PER_22
9.74,0.0,2010,23,PER,-0.681061,PER_23
12.41,0.0,2010,24,PER,0.4889648,PER_24
10.93,0.0,2010,25,PER,-0.482156,PER_25
8.86,0.0,2011,1,PER,0.1777078,PER_1
8.19,0.0,2011,2,PER,-0.2285135,PER_2
13.2,0.0,2011,3,PER,-0.1224936,PER_3
7.47,0.0,2011,4,PER,-0.2304649,PER_4
11.24,0.0,2011,5,PER,-0.04281843,PER_5
6.17,0.0,2011,6,PER,0.1710095,PER_6
16.2,0.0,2011,8,PER,0.1214057,PER_8
6.86,0.0,2011,9,PER,-0.1073926,PER_9
7.54,0.0,2011,10,PER,-0.03696456,PER_10
11.98,0.0,2011,11,PER,-0.01856125,PER_11
14.4,0.0,2011,12,PER,-0.0197157,PER_12
4.4,0.0,2011,13,PER,-0.01465513,PER_13
5.85,0.0,2011,14,PER,0.1665052,PER_14
8.4,0.0,2011,15,PER,-0.2906089,PER_15
14.55,0.0,2011,16,PER,-1.018319,PER_16
13.91,0.0,2011,17,PER,0.2115257,PER_17
9.84,0.0,2011,18,PER,-0.2308451,PER_18
10.42,0.0,2011,19,PER,-0.1393875,PER_19
10.48,0.0,2011,20,PER,0.2236343,PER_20
12.59,0.0,2011,21,PER,-0.03327346,PER_21
9.38,0.0,2011,22,PER,-0.04591045,PER_22
9.85,0.0,2011,23,PER,-0.229142,PER_23
11.3,0.0,2011,24,PER,0.1292985,PER_24
7.88,0.0,2011,25,PER,-0.08243923,PER_25
11.27,0.0,2012,1,PER,0.7153535,PER_1
8.24,0.0,2012,2,PER,-0.4917676,PER_2
15.76,0.0,2012,3,PER,-0.1959353,PER_3
6.96,0.0,2012,4,PER,-0.1631293,PER_4
11.84,0.0,2012,5,PER,-0.4109784,PER_5
8.22,0.0,2012,6,PER,0.3720492,PER_6
16.57,0.0,2012,8,PER,-0.1578844,PER_8
8.35,0.0,2012,9,PER,-0.6696374,PER_9
6.86,0.0,2012,10,PER,-0.1086854,PER_10
11.6,0.0,2012,11,PER,-0.5522783,PER_11
9.32,0.0,2012,12,PER,-0.4876887,PER_12
3.13,0.0,2012,13,PER,-0.2174958,PER_13
7.35,0.0,2012,14,PER,0.4310743,PER_14
8.14,0.0,2012,15,PER,-0.8125939,PER_15
12.26,0.0,2012,16,PER,-0.4018864,PER_16
14.78,0.0,2012,17,PER,-0.3263272,PER_17
8.83,0.0,2012,18,PER,0.110904,PER_18
7.85,0.0,2012,19,PER,-0.3414331,PER_19
8.33,0.0,2012,20,PER,0.7950945,PER_20
11.71,0.0,2012,21,PER,0.05969516,PER_21
11.57,0.0,2012,22,PER,0.1707432,PER_22
9.88,0.0,2012,23,PER,0.007301332,PER_23
10.87,0.0,2012,24,PER,0.7530677,PER_24
8.26,0.0,2012,25,PER,0.2018486,PER_25
5.54,0.0,2008,1,PHL,0.5222531,PHL_1
5.19,0.0,2008,2,PHL,0.6571514,PHL_2
4.98,0.0,2008,3,PHL,0.6500344,PHL_3
7.42,0.0,2008,4,PHL,0.7778867,PHL_4
4.55,0.0,2008,5,PHL,1.110951,PHL_5
5.15,0.0,2008,6,PHL,0.7758854,PHL_6
12.2,0.0,2008,7,PHL,0.3836307,PHL_7
6.24,0.0,2008,8,PHL,1.131355,PHL_8
6.62,0.0,2008,9,PHL,1.219911,PHL_9
10.27,0.0,2008,10,PHL,1.196724,PHL_10
9.16,0.0,2008,11,PHL,1.22546,PHL_11
10.45,0.0,2008,12,PHL,0.9414344,PHL_12
10.58,0.0,2008,13,PHL,1.030049,PHL_13
10.28,0.0,2008,14,PHL,0.7827767,PHL_14
7.23,0.0,2008,15,PHL,0.667917,PHL_15
10.57,0.0,2008,16,PHL,0.882116,PHL_16
8.08,0.0,2008,17,PHL,1.09575,PHL_17
5.84,0.08333333,2013,1,PHL,-0.02874963,PHL_1
10.04,0.0,2013,2,PHL,-0.07134721,PHL_2
4.33,0.0,2013,3,PHL,-0.03464137,PHL_3
4.21,0.1666667,2013,4,PHL,-0.06820927,PHL_4
7.7,0.1666667,2013,5,PHL,0.2807076,PHL_5
3.94,0.1666667,2013,6,PHL,-0.07923322,PHL_6
6.84,0.08333333,2013,7,PHL,-0.01895408,PHL_7
9.59,0.08333333,2013,8,PHL,0.3693819,PHL_8
5.7,0.0,2013,9,PHL,0.5513279,PHL_9
7.36,0.0,2013,10,PHL,0.6456083,PHL_10
5.84,0.0,2013,11,PHL,0.7888294,PHL_11
8.14,0.0,2013,12,PHL,0.4334789,PHL_12
6.94,0.0,2013,13,PHL,0.6535558,PHL_13
5.32,0.0,2013,14,PHL,0.4360997,PHL_14
4.34,0.08333333,2013,15,PHL,-0.02493287,PHL_15
7.44,0.0,2013,16,PHL,0.5627573,PHL_16
2.67,0.0,2013,17,PHL,0.5920661,PHL_17
3.42,0.3333333,2017,1,PHL,0.4051411,PHL_1
7.34,0.3333333,2017,2,PHL,0.5676164,PHL_2
2.82,0.08333333,2017,3,PHL,0.5154501,PHL_3
2.04,0.0,2017,4,PHL,0.471498,PHL_4
9.49,0.0,2017,5,PHL,0.6591221,PHL_5
3.29,0.0,2017,6,PHL,0.4638758,PHL_6
5.02,0.0,2017,7,PHL,0.2365542,PHL_7
6.99,0.0,2017,8,PHL,0.8264966,PHL_8
5.62,0.0,2017,9,PHL,0.7495787,PHL_9
4.23,0.0,2017,10,PHL,1.081102,PHL_10
7.29,0.0,2017,11,PHL,0.9532179,PHL_11
4.46,0.0,2017,12,PHL,0.8864069,PHL_12
3.52,0.0,2017,13,PHL,1.023499,PHL_13
6.12,0.0,2017,14,PHL,0.932213,PHL_14
4.45,0.3333333,2017,15,PHL,0.4751783,PHL_15
13.92,0.0,2017,16,PHL,1.13104,PHL_16
1.6,0.0,2017,17,PHL,0.9856797,PHL_17
15.41,0.08333333,2010,1,RWA,0.02382787,RWA_1
28.17,0.08333333,2010,2,RWA,0.3865815,RWA_2
28.09,0.25,2010,3,RWA,0.5136014,RWA_3
23.63,0.08333333,2010,4,RWA,0.5124365,RWA_4
30.49,0.08333333,2010,5,RWA,0.4386702,RWA_5
11.23,0.0,2015,1,RWA,0.01360567,RWA_1
12.12,0.08333333,2015,3,RWA,0.112445,RWA_3
13.92,0.0,2015,5,RWA,-0.06343119,RWA_5
7.84,0.08333333,2017,1,SEN,-0.2301065,SEN_1
7.84,0.3333333,2017,2,SEN,-0.3611253,SEN_2
12.05,0.25,2017,3,SEN,-0.054158,SEN_3
12.57,0.5,2017,4,SEN,-0.2799949,SEN_4
5.9,0.1666667,2018,1,SEN,-0.5813082,SEN_1
4.47,0.1666667,2018,2,SEN,-0.673048,SEN_2
7.04,0.25,2018,3,SEN,-0.6846478,SEN_3
4.1,0.1666667,2018,4,SEN,-0.5831385,SEN_4
6.3,0.0,2019,1,SEN,-0.1292041,SEN_1
3.35,0.08333333,2019,2,SEN,-0.07426874,SEN_2
5.24,0.1666667,2019,3,SEN,-0.09601607,SEN_3
7.44,0.1666667,2019,4,SEN,-0.1250688,SEN_4
29.63,0.0,2013,1,SLE,-0.1649261,SLE_1
26.35,0.08333333,2013,2,SLE,-0.1569547,SLE_2
23.38,0.0,2013,3,SLE,-0.1442202,SLE_3
28.92,0.08333333,2013,4,SLE,-0.1103534,SLE_4
38.27,0.08333333,2019,1,SLE,-0.253078,SLE_1
45.1,0.08333333,2019,2,SLE,-0.2530368,SLE_2
37.84,0.0,2019,3,SLE,-0.24892,SLE_3
47.44,0.0,2019,4,SLE,-0.1103534,SLE_4
8.4,0.0,2013,1,TGO,0.1186773,TGO_1
7.1,0.08333333,2013,2,TGO,0.152544,TGO_2
9.16,0.0,2013,3,TGO,0.05199678,TGO_3
16.45,0.0,2013,4,TGO,-0.01363561,TGO_4
13.28,0.0,2013,5,TGO,0.05084754,TGO_5
15.3,0.0,2013,6,TGO,-0.1680026,TGO_6
9.05,0.0,2012,1,TJK,0.5313611,TJK_1
10.0,0.0,2012,2,TJK,0.01053391,TJK_2
17.17,0.1666667,2012,3,TJK,0.2108129,TJK_3
11.19,0.08333333,2012,4,TJK,0.206241,TJK_4
11.78,0.0,2012,5,TJK,0.2650578,TJK_5
6.94,0.0,2017,1,TJK,0.2501149,TJK_1
16.34,0.0,2017,2,TJK,0.535828,TJK_2
9.85,0.0,2017,3,TJK,0.2634617,TJK_3
14.07,0.0,2017,4,TJK,0.3918159,TJK_4
27.75,0.0,2017,5,TJK,0.2882072,TJK_5
21.18,0.0,2009,1,TLS,-0.1128201,TLS_1
7.62,0.0,2009,2,TLS,-0.1248578,TLS_2
34.51,0.0,2009,3,TLS,-0.0746484,TLS_3
14.08,0.0,2009,4,TLS,-0.1349663,TLS_4
57.37,0.0,2009,5,TLS,-0.1364741,TLS_5
32.81,0.0,2009,6,TLS,-0.1128201,TLS_6
17.39,0.0,2009,7,TLS,-0.1287002,TLS_7
42.28,0.0,2009,8,TLS,-0.1206547,TLS_8
25.67,0.0,2009,9,TLS,-0.05198792,TLS_9
10.59,0.0,2009,10,TLS,-0.1023175,TLS_10
64.96,0.0,2009,11,TLS,-0.1023175,TLS_11
43.85,0.0,2009,12,TLS,-0.1563531,TLS_12
20.44,0.0,2009,13,TLS,-0.08834331,TLS_13
23.98,0.1666667,2016,1,TLS,-0.0434864,TLS_1
33.25,0.1666667,2016,2,TLS,-0.04866658,TLS_2
20.11,0.1666667,2016,3,TLS,-0.0281157,TLS_3
30.43,0.1666667,2016,4,TLS,-0.05168852,TLS_4
43.59,0.1666667,2016,5,TLS,-0.05099411,TLS_5
16.46,0.1666667,2016,6,TLS,-0.0434864,TLS_6
44.09,0.1666667,2016,7,TLS,-0.04870553,TLS_7
29.96,0.1666667,2016,8,TLS,-0.04654139,TLS_8
46.91,0.1666667,2016,9,TLS,-0.01771357,TLS_9
22.82,0.1666667,2016,10,TLS,-0.03982003,TLS_10
26.77,0.1666667,2016,11,TLS,-0.03982003,TLS_11
34.35,0.08333333,2016,12,TLS,-0.102917,TLS_12
27.2,0.1666667,2016,13,TLS,-0.03423263,TLS_13
49.63,0.0,2010,1,TZA,-0.1898834,TZA_1
25.58,0.0,2010,2,TZA,-0.2332682,TZA_2
13.1,0.08333333,2010,3,TZA,-0.06875211,TZA_3
12.08,0.0,2010,4,TZA,-0.475346,TZA_4
48.33,0.08333333,2010,5,TZA,-0.5408738,TZA_5
26.88,0.08333333,2010,6,TZA,-0.4203157,TZA_6
23.7,0.1666667,2010,7,TZA,-0.6039968,TZA_7
23.54,0.25,2010,8,TZA,-0.5563868,TZA_8
25.12,0.1666667,2010,9,TZA,-0.08740569,TZA_9
36.29,0.25,2010,10,TZA,-0.3893369,TZA_10
33.86,0.08333333,2010,11,TZA,-0.3742869,TZA_11
46.23,0.1666667,2010,12,TZA,-0.2920627,TZA_12
45.55,0.0,2010,13,TZA,-0.0678791,TZA_13
36.21,0.08333333,2010,14,TZA,-0.07894931,TZA_14
44.01,0.25,2010,15,TZA,-0.2691724,TZA_15
32.37,0.08333333,2010,16,TZA,0.00451835,TZA_16
33.84,0.08333333,2010,19,TZA,0.2980585,TZA_19
57.46,0.08333333,2010,20,TZA,0.1770414,TZA_20
7.6,0.08333333,2010,51,TZA,-0.573987,TZA_51
15.24,0.08333333,2010,52,TZA,-0.573987,TZA_52
10.24,0.08333333,2010,53,TZA,-0.4788435,TZA_53
21.93,0.0,2015,1,TZA,-0.2127228,TZA_1
23.08,0.0,2015,2,TZA,-0.03088883,TZA_2
13.53,0.0,2015,3,TZA,-0.01162418,TZA_3
10.17,0.0,2015,4,TZA,-0.1152699,TZA_4
14.32,0.1666667,2015,5,TZA,-0.4067987,TZA_5
13.87,0.08333333,2015,7,TZA,-0.3340656,TZA_7
14.5,0.3333333,2015,9,TZA,-0.324585,TZA_9
21.96,0.1666667,2015,11,TZA,-0.6044342,TZA_11
30.57,0.08333333,2015,12,TZA,-0.1289567,TZA_12
27.43,0.08333333,2015,15,TZA,-0.00214995,TZA_15
25.61,0.1666667,2015,16,TZA,-0.08895984,TZA_16
28.63,0.0,2015,19,TZA,0.1842111,TZA_19
42.57,0.0,2015,20,TZA,-0.1015352,TZA_20
3.8,0.0,2015,51,TZA,-0.3060474,TZA_51
5.27,0.0,2015,52,TZA,-0.1519482,TZA_52
4.24,0.0,2015,53,TZA,-0.2604439,TZA_53
26.17,0.1666667,2006,1,UGA,-0.1492273,UGA_1
42.46,0.08333333,2006,2,UGA,-0.384705,UGA_2
36.3,0.25,2006,3,UGA,-0.3250981,UGA_3
34.37,0.3333333,2006,4,UGA,-0.09971955,UGA_4
21.24,0.0,2011,1,UGA,0.1160227,UGA_1
29.25,0.0,2011,2,UGA,-0.1392273,UGA_2
33.28,0.5,2011,3,UGA,0.01252018,UGA_3
28.45,0.4166667,2011,4,UGA,0.05995776,UGA_4
16.57,0.0,2016,1,UGA,0.9412286,UGA_1
24.01,0.0,2016,2,UGA,0.5776765,UGA_2
25.93,0.0,2016,3,UGA,0.05154749,UGA_3
23.08,0.0,2016,4,UGA,0.2407891,UGA_4
10.24,0.3333333,2016,1,ZAF,-0.3560709,ZAF_1
9.84,0.25,2016,4,ZAF,-0.3133173,ZAF_4
9.71,0.4166667,2016,5,ZAF,-0.2716475,ZAF_5
7.24,0.5,2016,7,ZAF,-0.2602606,ZAF_7
24.53,0.0,2007,1,ZMB,0.1485016,ZMB_1
43.65,0.0,2007,2,ZMB,0.2290492,ZMB_2
25.62,0.0,2007,3,ZMB,0.149609,ZMB_3
46.36,0.0,2007,4,ZMB,0.239224,ZMB_4
32.68,0.0,2007,5,ZMB,-0.1425979,ZMB_5
32.62,0.0,2007,7,ZMB,0.2427465,ZMB_7
31.13,0.0,2007,8,ZMB,-0.09384518,ZMB_8
27.43,0.0,2007,9,ZMB,0.1470741,ZMB_9
17.25,0.0,2013,1,ZMB,0.1960055,ZMB_1
19.55,0.0,2013,2,ZMB,0.01687118,ZMB_2
18.16,0.0,2013,3,ZMB,-0.03625124,ZMB_3
24.33,0.0,2013,4,ZMB,0.1052076,ZMB_4
16.83,0.0,2013,5,ZMB,0.007442875,ZMB_5
14.39,0.0,2013,7,ZMB,0.1068105,ZMB_7
18.42,0.0,2013,8,ZMB,0.1135902,ZMB_8
16.79,0.0,2013,9,ZMB,0.140875,ZMB_9
11.44,0.0,2018,1,ZMB,0.738275,ZMB_1
20.86,0.0,2018,2,ZMB,0.819517,ZMB_2
19.59,0.08333333,2018,3,ZMB,0.3225574,ZMB_3
19.64,0.0,2018,4,ZMB,0.5343072,ZMB_4
14.01,0.08333333,2018,5,ZMB,0.5761406,ZMB_5
8.33,0.0,2018,7,ZMB,0.4132315,ZMB_7
24.32,0.0,2018,8,ZMB,0.02943471,ZMB_8
14.41,0.0,2018,9,ZMB,0.09005215,ZMB_9
14.79,0.4166667,2005,1,ZWE,-0.5808891,ZWE_1
20.69,0.3333333,2005,2,ZWE,-0.2819456,ZWE_2
25.36,0.4166667,2005,3,ZWE,-0.3796416,ZWE_3
19.94,0.4166667,2005,4,ZWE,-0.361878,ZWE_4
11.2,0.3333333,2005,5,ZWE,-0.3874661,ZWE_5
11.74,0.3333333,2005,6,ZWE,-0.5648508,ZWE_6
23.68,0.4166667,2005,7,ZWE,-0.4347378,ZWE_7
15.62,0.3333333,2005,8,ZWE,-0.5969402,ZWE_8
13.84,0.4166667,2005,9,ZWE,-0.3799808,ZWE_9
7.81,0.3333333,2005,10,ZWE,-0.5183343,ZWE_10
21.41,0.08333333,2010,1,ZWE,-0.03167921,ZWE_1
18.07,0.1666667,2010,3,ZWE,-0.1304178,ZWE_3
19.8,0.25,2010,4,ZWE,-0.02383252,ZWE_4
13.07,0.08333333,2010,6,ZWE,0.05596502,ZWE_6
15.7,0.08333333,2010,7,ZWE,0.01705336,ZWE_7
20.17,0.0,2010,8,ZWE,0.04427582,ZWE_8
21.06,0.1666667,2010,9,ZWE,-0.1285272,ZWE_9
16.8,0.08333333,2015,1,ZWE,-0.5171648,ZWE_1
14.99,0.08333333,2015,2,ZWE,-0.4946442,ZWE_2
16.37,0.08333333,2015,3,ZWE,-0.4233947,ZWE_3
13.03,0.08333333,2015,4,ZWE,-0.4150827,ZWE_4
11.03,0.08333333,2015,5,ZWE,-0.2866362,ZWE_5
10.7,0.08333333,2015,6,ZWE,-0.2204304,ZWE_6
14.72,0.08333333,2015,7,ZWE,-0.3576299,ZWE_7
14.01,0.08333333,2015,8,ZWE,-0.3190697,ZWE_8
15.1,0.08333333,2015,9,ZWE,-0.4119438,ZWE_9
12.23,0.08333333,2015,10,ZWE,-0.2463948,ZWE_10
